node,publications,degree
"Rahahle, M.Y.",1,0
"Alzyoud, M.",1,0
"Mohammad, A.A.S.",2,0
"Al-Hawary, S.I.S.",1,0
"Alafeef, M.A.",2,1
"Alsmadi, A.A.",4,1
"Al-Sartawi, A.",1,0
"Murimi, L.N.",1,0
"Siebert, M.",1,0
"Salira, G.",1,0
"Mkoba, E.",1,0
"Dida, M.",1,0
"Pucha-Medina, P.M.",2,2
"García-Ramos, R.",2,2
"Díaz-Díaz, B.",2,2
"Auletta, N.",1,0
"Monteferrante, P.",1,0
"Rodriguez-Orosz, A.",1,0
"Dadhich, M.",1,0
"Shukla, A.",1,0
"Pahwa, M.S.",1,0
"Mirkamol, S.",1,0
"Pulatovich, E.",1,0
"Akahome, J.E.",1,0
"Ogodo, S.",1,0
"Hazarika, C.A.I.",1,0
"Khalfan, J.",1,0
"Ahmed, M.",4,0
"Yousif, A.",1,0
"Soetan, T.O.",3,2
Wójcik-Czerniawska,1,0
"Boulila, H.",1,0
"Metadjer, W.",1,0
"Benbekhti, S.E.",1,0
Lu,1,0
"Mavela, P.",1,0
"Abdallah, W.",2,2
"Harraf, A.",2,2
"Abrar, M.",2,2
"Siddahrth Rajendra, D.",1,0
"Manoj Babu, P.",1,0
"Potala, P.",2,0
"Vilčekovà, L.",1,0
"Singh, B.",6,1
"Kaunert, C.",2,1
"Siew, E.-G.",1,0
"Munir, S.",1,0
"Patnaik, B.",1,0
"Patnaik, D.",1,0
"Pradhan, B.B.",1,0
"Yadav, S.",3,0
"Kapoor, S.",2,0
"Sharma, B.",2,0
Meenakshi,1,0
"Bala, R.",1,0
"Awasthi, Y.",1,0
"Rathnayake, N.D.N.B.",1,0
"Kasturiratne, D.",1,0
"Malia, A.",1,0
"Jena, P.",1,0
"Kamal, A.",1,0
"Das, B.",2,0
"Satpathy, I.",4,3
"Jalota, S.",1,0
"Sharma, S.",9,3
"Barik, M.",1,0
"Chauhan, S.",7,2
"Hawariyuni, W.",1,0
"Al Abri, L.S.S.",1,0
"Al-Ghizzawi, M.",1,0
Jraissati,1,0
Pasumarti,1,0
S.S.,3,0
"Haribaskar, R.",1,0
"Madhusudhanan, R.",1,0
"Gopidas, S.",1,0
"Arunkumar, B.",1,0
"Eshan, M.R.",1,0
"Sherly Steffi, L.",1,0
"Janani, M.",1,0
"Indra, S.",1,0
"Prabha, D.",1,0
"Karthikeyan, A.",1,0
"Gnana Sugirtham, S.",1,0
"Gowri, M.",1,0
"Sindhu, V.",1,0
"Mythily, R.",1,0
"Meena, M.V.",1,0
"Jayashree, S.",2,0
"Benlemlih, Y.",1,0
"El Hiri, A.",1,0
"Amina, H.",1,0
"Muschert, G.W.",1,0
"Nair, S.K.",1,0
"Biju, B.A.V.",2,0
"Herrera-Cano, C.",1,0
"Pino-Villegas, A.",1,0
"Munera-Alzate, C.F.",1,0
"Gonzalez-Perez, M.A.",1,0
"Gopy-Ramdhany, N.",1,0
"Bhattu-Babajee, R.",1,0
"Seetanah, B.",1,0
Habasonda,1,0
Alam Siddik,2,1
M.N.A.,2,1
"Boateng, K.A.",1,0
"Boateng-Coffie, R.B.",1,0
"Boateng, M.A.",1,0
"Jooste, L.",1,0
"Jooste, P.D.R.",1,0
Gerth,1,0
Reppas,1,0
Sarma,3,1
"Lopez, K.",1,0
"Shirazi, A.",1,0
"Al-Helo, S.",1,0
Slade,1,0
Moosa,1,0
I.A.,4,0
Oxendine,1,0
A.R.,2,0
"Hasan, M.",5,2
"Hoque, A.",3,1
Areıqat,1,0
A.Y.,3,0
Amaral,1,0
G.C.M.,1,0
"Machikape, K.",1,0
"Oluwadele, D.",1,0
"Alhalwachi, L.",1,0
"Bukhowa, B.",1,0
"Danish, F.",1,0
"Alkhater, N.",1,0
"Zainaldeen, Z.",1,0
"Eshaq, M.",1,0
"Aldhamin, M.",1,0
Yimer,2,0
"Sklyarov, I.Y.",1,0
"Sklyarova, J.M.",1,0
"Latysheva, L.A.",1,0
"Antsupov, V.R.",1,0
"Volkogonova, A.V.",1,0
"Kazimoto, D.",2,1
"Baadel, S.",2,1
"David, D.",1,0
"Mutahaba, R.",1,0
"Rugumyamheto, J.",1,0
"Adi, H.I.S.",1,0
"Pratomo, R.P.",1,0
"Isfianadewi, D.",1,0
"Sethi, A.",1,0
Kalieu Elongo,1,0
Y.R.,1,0
"Keshvari Fard, M.",1,0
"Almoadi, M.",1,0
"Hassis, M.",1,0
"Gutiérrez, J.",1,0
"Pantoja, M.",1,0
"López Trujillo, M.",1,0
"Rajpurohit, S.C.",2,2
"Palande, B.",1,0
"Kalal, J.",2,2
"Parkhi, S.",2,2
"Becha, H.",2,1
"Kamel, K.",2,1
"Hbaieb, O.",1,0
"Perdigão, D.",2,3
"Antunes, F.",2,3
"Silva, C.",2,3
"Ribeiro, B.",2,3
"Kararach, G.",1,0
"Pinto Moreira, E.P.",1,0
"Murinde, V.",6,1
"Azim, M.I.",1,0
"Rahman, S.",2,0
Mohammed,1,0
U.,2,0
"Iddrisu, K.",4,1
"Yakubu, I.N.",10,4
"Mumin, M.A.",1,0
"Adam, I.O.",4,3
"Lebbar, H.",1,0
"Benabdellah, A.C.",1,0
"Belhadi, A.",2,0
"Alber, N.",1,0
"Takla, D.",1,0
"Harahap, Z.I.",2,3
"Lubis, S.N.",2,3
"Erlina, E.",2,3
"Aritonang, E.Y.",2,3
"Mariam, I.",1,0
"Aisy, R.",1,0
"Sugianingsih, N.M.W.",1,0
"Wartiningsih, E.",1,0
"Sofa, N.",1,0
"Pratiwi, I.C.",1,0
"Campos, A.F.C.",1,0
"Cortés, F.M.T.",1,0
"Burga, D.B.",1,0
"Saenz, C.A.T.",1,0
"Akyüz, A.",1,0
"Okay, A.S.",1,0
"Revar, A.",1,0
"Sonkar, K.",1,0
"Wandra, K.",1,0
Sibindi,2,1
A.B.,5,1
"Mapfumo, E.",1,0
"Sibindi, A.B.",4,1
"Sai, V.G.S.",1,0
"Rajeev, R.H.",1,0
"Bharath, S.",2,0
"Ananthi, A.",1,0
"Shaikh, A.",1,0
"Katkar, N.",1,0
"Koli, L.",1,0
"Patil, V.",1,0
"Chourasia, R.",1,0
"Elkoraichi, Y.",1,0
"Elfezazi, S.",1,0
"Alhiniti, Y.",1,0
"Al-Madi, M.N.D.",1,0
Udohaya,1,0
"González Aguadé, J.",1,0
"Múzquiz Yaber, A.",1,0
"Forson, J.A.",1,0
"Kuranchie-Pong, R.",1,0
"Daniels, E.",1,0
"Awuku, M.",1,0
"Darkwa, J.A.J.",1,0
"Addai, S.A.",1,0
"Akinrinde, I.J.",1,0
"Adelakun, O.J.",1,0
"Okogor, K.C.",1,0
"Jerome-Ukaoke, E.",1,0
"Kaur, K.",2,0
"Kapur, B.",1,0
"Kurucz, A.",1,0
"Singh, R.",7,1
"Rabby, F.",1,0
"Sharma, A.R.",1,0
"Banerjee, J.",2,1
"Mishra, V.",4,1
"Singh, S.",12,3
"Pandey, S.",4,0
Lanciano,1,0
E.,15,1
Sung,1,0
"Bhardwaj, H.",2,0
"Garg, V.",1,0
"Oualid, A.",1,0
"Qasmaoui, Y.",1,0
"Balouki, Y.",1,0
"Moumoun, L.",1,0
"Förster, M.",2,0
"Hommel, M.",2,0
"Wuttke, E.",1,0
"Happ, R.",2,0
"Heidel, S.",1,0
"Thum, M.",1,0
"Aprea, C.",1,0
"Vonhof, C.",1,0
"Ackermann, N.",1,0
"Fürstenau, B.",1,0
"Baginski, R.",1,0
"Vogler, M.",1,0
"Balomenou, C.",1,0
"Banda, J.",1,0
"Banda, I.",1,0
"Thulasipriya, B.",1,0
"Rodrigues, L.J.",1,0
"Alrawashdeh, N.",1,0
"Al-Qirem, R.",2,0
"Abdul Jawad, M.",1,0
"Almashaqbeh, M.",1,0
"Abdallah, A.",1,0
"Abdul-Wahab, A.-H.",2,1
"Bunyaminu, A.",2,0
"Cromwell, R.S.",1,0
"Peprah, J.A.",2,0
"Issah, O.",1,0
"Saani, M.R.",2,2
"Salifu, M.",3,2
"Mohammed, A.-L.",1,0
"Alhassan, F.",2,1
"Giamporcaro, S.",1,0
"Abor, J.Y.",6,3
"Mohammed, U.",1,0
Ustarz,1,0
Y.,10,0
"Mbayo, R.",1,0
"Rajula, W.G.",1,0
"Abdul Mumin, M.",1,0
"Saani, R.",1,0
"Nsor-Ambala, R.",1,0
"Inusah, F.",1,0
"Iddrisu, I.",1,0
"Aybar-Flores, A.",1,0
"Maehara, R.",1,0
"Benites, L.",1,0
"Miguel, M.",1,0
"Dinh, D.H.",1,0
"Styazhkov, A.",1,0
"Ametsbichler, T.",1,0
"Suarez-Morales, L.",1,0
"Quispe, J.",1,0
"Fiore, C.",1,0
"Oyasa, A.",1,0
"Calvache, P.",1,0
Al-Melahi,1,0
A.A.A.,1,0
"Garzozi-Pincay, R.F.",1,0
"Garzozi-Pincay, Y.S.",1,0
"Castillo-Burbano, J.L.",1,0
"Correa-Soto, S.R.",1,0
"Benavides-Ramírez, M.",1,0
"Gallegos-Marcillo, B.X.",1,0
"George, J.",1,0
"Mariya Loreena, P.S.",1,0
"Rohan Joseph, P.",1,0
"Kamal, M.",2,0
"Fitri, M.",1,0
"Diantimala, Y.",1,0
"Saripah, D.",1,0
Pasara,1,0
M.T.,1,0
"Torerai, E.",3,1
"Ustaoğlu, M.",1,0
"Yerdelen Tatoglu, F.",1,0
"Balu, M.",1,0
"Anantharaman, D.R.",1,0
Arias Velasquez,1,0
R.,38,3
"Avom, D.",2,0
"Kamdem, Y.A.",1,0
"Ribeiro Pereira, R.",1,0
"Bono, J.",1,0
"Ferreira, H.",1,0
"Ribeiro, P.",1,0
"Soares, C.",1,0
"Bizarro, P.",1,0
"Kumar, P.",10,4
"Kumar, R.",5,0
"Abdul Hamid, A.B.B.",1,0
"Nyamasvisva, T.E.",1,0
Lawack,2,1
V.,17,3
"Firu, M.A.",1,0
"Doran, M.D.",1,0
"Vǎtavu, S.",1,0
"Doran, N.M.",1,0
"Ali Al-Ababneh, H.",1,0
"Ibrahim, K.",1,0
"Mohammad, S.",1,0
"Almajali, A.H.",1,0
"Vasudevan, A.",2,0
"Mohammad, A.I.",1,0
"Rusuli, M.S.C.",1,0
"Maniam, V.A.",1,0
"Begum, S.",1,0
"Gopi, I.",1,0
"Rachana, H.P.",1,0
"Savithiri, D.",1,0
"Kasthuri, R.",1,0
"Kavitha, P.",1,0
"Rajeswari, S.",1,0
"Vinothina, V.",1,0
"Song, I.",3,1
"Vong, J.",3,1
"Di Benedetto, C.",1,0
"Bengo, I.",1,0
"Mukherjee, A.",1,0
"Winfield, C.",1,0
"He, S.",2,0
"Casalegno, F.",1,0
"Ruggiero, W.",1,0
"Grozdanić, R.",1,0
"Radovic-Markovic, M.",1,0
Gray,1,0
"San Miguel, B.",1,0
"Del Alamo, J.M.",1,0
"Yelmo, J.C.",1,0
"Saxena, R.",3,1
"Sinha, M.",3,1
"Majra, M.H.",1,0
"Fang, J.",2,2
"Russell, R.",3,2
Xiao,1,0
J.J.,2,0
"Sherraden, M.S.",10,5
"Jacobson Frey, J.J.",2,1
Porto,1,0
"Bartholomae, S.",1,0
"Fox, J.J.",1,0
"Gudmunson, C.G.",1,0
"Ray, S.K.",1,0
"Jariwala, H.V.",1,0
"Sharma, M.S.",1,0
Potocki,2,0
Chirambo,3,1
"Zou, H.",1,0
"Chandrashekar, S.",1,0
"Brejcha, J.",1,0
"Wang, C.",7,0
"Wang, X.",13,3
"Wang, Z.",7,0
"Wang, L.",8,1
"Xu, Q.",2,0
"Yang, C.",5,1
"Chen, L.",5,1
"Luo, Y.",2,0
"Cheng, Y.",3,0
"Zhang, S.",7,0
"Liang, S.",1,0
"Liu, X.",5,0
"Miao, H.",1,0
"Wang, B.",5,1
"Chen, N.",2,0
"Liu, Z.",9,1
"Kehr, H.",1,0
"Tonkin, G.",1,0
"Bihler, R.",1,0
Biggs,1,0
D.C.,3,0
Afzal,1,0
M.H.B.,1,0
"Türkmen, S.Y.",1,0
"Çağıl, G.",1,0
"Panos, G.A.",5,1
"Gkrimmotsis, K.",1,0
"Bouzanis, C.",1,0
"Katmada, A.",1,0
"Satsiou, A.",1,0
"Gasparini, G.-L.",1,0
"Prospero, A.",1,0
"Pragidis, I.",1,0
"Karapistoli, E.",1,0
"Lepri, B.",1,0
"Staiano, J.",1,0
"Sangokoya, D.",1,0
"Letouzé, E.",1,0
"Oliver, N.",1,0
Zokaityte,1,0
"Newman, A.",2,1
"Schwarz, S.",2,1
"Borgia, D.J.",1,0
"Wei, W.",1,0
"Joia, L.A.",5,2
"Dos Santos, R.P.",3,1
"Pillai, D.",3,0
"Kohli, B.",2,0
"Roy, D.",1,0
"Patil, P.P.",2,0
"Dwivedi, Y.K.",1,0
"Rana, N.P.",1,0
"Ndaw, M.",1,0
"Mendy, G.",2,1
"Ouya, S.",3,1
"Seck, D.",1,0
Fasnacht,1,0
"Abroshan, H.",1,0
"Devos, J.",1,0
"Poels, G.",1,0
"Laermans, E.",1,0
"Saeedi, A.",1,0
"Hamedi, M.",1,0
"Larios-Hernández, G.J.",1,0
"Ortiz-De-Zarate-Béjar, A.",1,0
"Raimi, L.",5,0
"Aslani, B.",1,0
"Goel, M.",2,0
"Nayak, S.",1,0
"Gorla, D.",1,0
"Pugliese, R.",1,0
Molyneux,2,1
Firpo,1,0
"Hüttenrauch, H.",1,0
"Schneider, C.",1,0
Porteous,1,0
Dübel,1,0
H.-J.,1,0
"Chavan, A.",1,0
"Arora, S.",4,0
"Kumar, A.",10,4
"Koppula, P.",1,0
"Medhi, I.",1,0
"Ratan, A.",1,0
"Toyama, K.",1,0
Singh,8,3
Weber,1,0
"Hertlein, M.",1,0
"Manaras, P.",1,0
"Pohlmann, N.",1,0
Ferrando,1,0
"Watanagase, T",1,0
"Yoshino, N",1,0
"Furusawa, T",1,0
"Morgan, P",1,0
"Pontines, V",1,0
"Jayamaha, R",1,0
"Wibowo, Pp",1,0
"Parreñas, Jc",1,0
Ghosh,11,2
"Bhandari, A.K.",2,0
"Suda, T.",1,0
"Bantilan, M.C.S.",1,0
Sinha,2,0
Rp,1,0
"Nand, P.",1,0
"Astya, R.",1,0
Anika,1,0
"Singh, D.",5,1
Farnsworth,1,0
"Knoote, F.E.",1,0
"Partington, G.",1,0
"Penner, J.",2,0
Ruiz-Durán,1,0
Stillwell,1,0
Pang,1,0
M.F.,1,0
"Ansong, D.",9,4
"Ul Islam, S.R.",1,0
"Tareq, M.",1,0
"Parikh, P.",1,0
Lahsasna,1,0
"Ranjan, J.",1,0
"Rao, G.V.",1,0
"Padmaja, N.",1,0
"Rao, V.S.",1,0
"Srinivas, J.",1,0
"Sahu, K.C.",1,0
"Kavita, J.",1,0
Baqui Khalily,1,0
M.A.,5,0
"Awaworyi Churchill, S.",2,0
"Farrell, L.",1,0
"Marisetty, V.B.",1,0
"Banerjee, P.K.",1,0
"Kayum, M.A.",1,0
"Uddin, H.",2,0
Clark,2,0
H.A.,3,0
"Das, A.N.",1,0
"Laha, A.",4,0
Chen,2,0
Nguyen,2,0
H.Y.,1,0
"Purbay, M.",1,0
"Kumar, D.",5,0
"Alhassan, T.F.",2,0
"Blokhina, T.",1,0
"Kouadio, J.A.",1,0
Naderi,1,0
"Li, Y.",11,3
"Ananda, S.",1,0
"Nandru, P.",4,1
"Rentala, S.",1,0
"Suresh, V.",2,0
"Thomas, J.R.",1,0
"Rizwana, M.",1,0
"Raveendra, P.V.",1,0
"Jain, P.",5,2
"Upadhyay, D.",1,0
"Purswani, G.",1,0
Amin,2,0
A.K.,2,0
"Stakić, N.",2,1
"Barjaktarović, L.",1,0
"Agarwal, S.",4,0
"Agarwal, P.K.",1,0
"Yadav, A.",4,0
"Kanojia, V.",1,0
"Jain, M.",5,2
"Chakraborty, S.",1,0
"Chaudhury, A.",1,0
"Panda, R.",1,0
"Maity, S.",5,1
"Datta, S.",4,1
"Ukwueze, E.R.",2,1
"Asogwa, H.T.",2,1
"Dandapat, A.",1,0
"Das, P.",1,0
"Zaluchu, S.E.",1,0
"Usmanij, P.",1,0
"Ratten, V.",1,0
Li,2,0
W.H.,1,0
"Paliwal, A.",1,0
"Kapre, C.",1,0
"Roy, Y.",1,0
"Borikar, D.A.",1,0
Sandbukt,1,0
"Das, D.",2,0
"Banerjee, S.",3,0
"Biswas, U.",1,0
Mia,1,0
"Srivastava, K.",1,0
"Dhamija, S.",1,0
"Malik, F.A.",4,0
"Yadav, D.K.",3,0
Paradise,1,0
J.F.,1,0
Shi,2,0
X.,9,1
"Ponamorenko, V.E.",1,0
"Nasyrova, G.A.",1,0
"Veena, N.",2,1
"Thejaswini, S.",2,1
"Sunitha, G.",1,0
"Chilukuri, S.S.",1,0
Rizal,1,0
Kaur,2,0
"Tunzina, T.",2,7
"Chayon, M.A.K.",2,7
"Jitu, P.G.",2,7
"Ankon, M.U.",2,7
"Joy, S.N.",2,7
"Shaha, R.K.",2,7
"Islam, M.M.",5,7
"Hussain, M.S.",2,7
"Dangcalan, V.P.",1,0
"Barbadillo, J.D.V.",1,0
"Bueno, E.G.E.",1,0
"Santiago, C.S.",1,0
"Centeno, Z.J.R.",1,0
Thong,1,0
M.S.,5,0
"Lanteri, A.",1,0
"Marochi, B.",1,0
Tiwari,1,0
S.R.,2,0
"Kobusingye, B.M.",2,3
"Nagwovuma, M.",2,3
"Nansamba, B.",2,3
"Marvin, G.",2,3
Chebrolu,1,0
C.S.,4,1
"Hussain, S.",3,1
"Khan, F.",6,2
"Hemdan, D.",1,0
"Desai, K.",4,0
"Ramachandran, N.",2,0
"S, M.",1,0
Banerjee,2,0
"Verma, A.N.",1,0
"Khan, F.S.",1,0
"Mazhar, S.S.",1,0
Habib,1,0
A.M.,6,1
Endress,1,0
Curry,1,0
J.T.,1,0
"Sarkar, K.",1,0
"Rabha, M.J.",1,0
"Ahmed, J.U.",3,0
"Khan, S.A.",2,0
"Faroque, A.R.",1,0
"Nwachukwu, C.",1,0
"Akwiwu-Uzoma, C.",1,0
"Ovuehor, S.",1,0
"Durodola-Tunde, K.",1,0
"Hussein, A.K.A.",1,0
"Lafta, A.A.",1,0
"Ahluwalia, R.",1,0
"Khurana, N.",1,0
"Singh, G.",10,9
"Yadav, P.",3,1
"Parmar, B.",1,0
"Raza, H.",2,2
"Riaz, A.",3,2
"Riaz, N.",2,2
"Gharleghi, B.",1,0
"Mahajan, S.",1,1
"Pandey, P.K.",2,4
"Guleria, N.",1,1
"Jindal, M.",1,1
"Haque, M.M.",1,1
"Omeje, A.N.",2,0
"Nwodo, I.P.",1,0
"Rena, R.",1,0
"Fatima, S.",1,0
"Kapoor, V.",1,0
"Ismaeil, O.",1,0
"Roy, S.",1,0
Umar,1,0
"Yagi, M.",1,0
"Woo, S.",1,0
"Takahashi, H.",1,0
"Somda, M.M.Y.G.",1,0
"Outtoumane, T.",1,0
"Arora, A.",1,0
"Soni, V.",1,0
"George, L.M.",1,0
"Gupta, A.K.",2,0
"Arora, N.",3,0
"Tomer, N.",1,0
"Vats, P.",1,0
"Halder, S.",1,0
"Deshmukh, R.",1,0
"Khurana, A.",1,0
"Gawshinde, S.",1,0
"Kaur, H.",1,0
"Kaur, S.",4,0
"Napitupulu, R.M.",1,0
"Rusydiana, A.S.",3,0
"Handayani, L.",1,0
Suhartini,1,0
"Zhao, S.",3,0
"Zhao, D.",3,0
"Azwar, F.",1,0
"Premono, B.T.",1,0
"Tata, H.L.",1,0
"Rai, P.",1,0
"Reepu, R.",2,0
"Mohamad, S.N.A.",1,0
"Mohd Dali, N.R.S.M.",1,0
"Basah, M.Y.A.",1,0
"Doddamani, S.S.",1,0
"Bhowmik, B.",6,1
"Girish, K.K.",3,1
"Ashok, P.",1,0
"Hallur, G.",1,0
"Thangavelu, S.M.",1,0
"Serey, C.",1,0
"Naysary, B.",1,0
"Dongala, J.R.",1,0
"Sudhama, K.K.",1,0
"Antony, R.T.",1,0
"Zhao, Y.",3,0
"Kinnah, G.",1,0
"Verma, A.",6,0
Kozińska,1,0
"Dahiya, S.",2,0
"Kumar, K.",5,0
"Ribeiros, J.P.C.",1,0
"Duarte, F.",2,0
"Seijas-Giménez, M.N.",1,0
"Vivel-Búa, M.",1,0
"Lado-Sestayo, R.",1,0
"Fernández-López, S.",5,3
"Uddin, M.N.",2,0
"Haque, A.",1,0
"Anis, Z.",1,0
"Temoso, O.",1,0
"Ng'Ombe, J.N.",1,0
"Addai, K.N.",1,0
Adabor,1,0
"Ampah, D.K.",1,0
"Arkaifie, S.J.",1,0
"Morrison, C.",1,0
"Okyere, C.Y.",4,2
"Atta-Ankomah, R.",5,2
"Asante-Addo, C.",3,2
"Asante-Poku, N.A.",1,0
"Coffie, M.",1,0
"Nunoo, J.",1,0
"Karakara, A.A.-W.",1,0
"Opoku, A.",2,0
"Adu Boahen, E.A.",1,0
"Villano, R.A.",4,2
"Koomson, I.",11,5
Koomson,1,0
"Kodom, M.",4,3
"Osarfo, D.",1,0
"Quartey, P.",2,0
"Ragini, B.",1,0
"Vineesh Prakash, J.",1,0
"Tahsin Kabir, K.M.",1,0
"Rassel, M.M.",1,0
"Ahmmed, M.M.",1,0
"Puri, S.",1,0
"Babu, M.A.",1,0
"Agarwal, P.",2,0
"Rahul, A.",1,0
"Tiwari, S.",2,0
"Dhillon, L.K.",1,0
"Jafri, M.",1,0
"Nagdev, S.",1,0
"Guha-Thakurta, A.",1,0
"Chintale, P.",1,0
"Waghmare, P.",1,0
"Khanna, S.",1,0
"Mahida, A.",1,0
"Gupta, G.",1,0
"Kumar, S.",15,3
"Gochhait, S.",1,0
"Du, Y.",1,0
"Wei, K.",1,0
"Song, X.",3,1
"Mu, J.",1,0
"Liu, W.",3,3
"Triwibowo, S.",1,0
"Nurbasith, N.",1,0
"Mukherjee, P.",1,0
"Chatterjee, R.",1,0
"Mer, A.",1,0
"Singh, A.P.",1,0
"Khati, K.",1,0
"Joshi, D.",1,0
Bhatia-Kalluri,1,0
"Surisetti, S.",1,0
"Shams, A.K.",1,0
"Hamdan, A.",1,0
"Adekunle, S.M.",1,0
"Shabbir, M.S.",1,0
"Jain, R.",6,1
"Vanzara, R.",1,0
"Sarvakar, K.",1,0
"Yousuf, R.",1,0
"Jeelani, Z.",1,0
"Bhat, O.",1,0
"Bhat, J.I.",1,0
Flüchter,1,0
W.,8,0
"Danivas, V.",1,0
"Bharmal, M.",1,0
"Keenan, P.",1,0
"Jones, S.",2,0
"Karat, S.C.",1,0
"Kumaran, K.",1,0
"Prince, M.",1,0
"Fall, C.H.D.",1,0
"Krishna, M.",1,0
"Smith, M.D.",1,0
"Wesselbaum, D.",1,0
"Katsaiti, Ms",1,0
"Khraiche, M",1,0
"Samreth, S.",2,1
"Aiba, D.",2,1
"Oeur, S.",1,0
"Vat, V.",1,0
"Mercado, R.",2,0
"Pontines, V.",2,0
"Hartarska, V.",5,2
"Zhang, J.",14,2
"Nadolnyak, D.",2,1
"Kooyman, G.L.",1,0
"Goetz, K.",1,0
"Williams, C.L.",1,0
"Ponganis, P.J.",1,0
"Sato, K.",1,0
"Eckert, S.",1,0
"Horning, M.",1,0
"Thorson, P.T.",1,0
"Van Dam, R.P.",1,0
Reich-Rutz,1,0
"Konidala, D.M.",1,0
"Dwijaksara, M.H.",1,0
"Kim, K.",3,0
"Lee, D.",1,0
"Lee, B.",2,0
"Kim, D.",1,0
"Kim, S.",2,0
"Lin, H.",2,0
"Zhang, Z.",7,0
"Szabó, D.Z.",1,0
"Bihary, Z.",1,0
"Colombi, R.",2,1
"Giordano, S.",2,1
"Abdul-Mumuni, A.",1,0
"Abbam, A.",1,0
"Mayoka, G.M.",1,0
"Abaho, E.",1,0
"Aguma, D.",1,0
"Nkambwe, I.",1,0
"Beronda, J.",1,0
"Kateri, M.",1,0
Caballero-Montes,1,0
"Mayo-Wilson, L.",2,0
"Pettifor, A.",2,3
"Hamilton, E.",1,0
"Ritchwood, T.D.",2,0
"Gómez-Olivé, F.",1,0
"Macphail, C.",2,3
"Hughes, J.",1,0
"Selin, A.",2,3
"Kahn, K.",2,3
The Hptn 068 Study Team,1,0
"Brathwaite, R.",1,0
"Mutumba, M.",1,0
"Byansi, W.",4,7
"Namuwonge, F.",3,7
"Damulira, C.",2,5
"Nakigozi, G.",2,5
"Makumbi, F.",1,0
"Mellins, C.A.",1,0
"Mckay, M.M.",1,0
"Chen, Yy",1,0
"Kumara, Ek",1,0
"Sivakumar,",1,0
"Mdoe, C.N.",1,0
"Mahonge, C.P.",1,0
"Ngowi, E.E.",1,0
"Sinha Gupta, S.",1,0
"De, A.",1,0
"Goel, S.",2,0
Hudon,1,0
Chiu,2,0
T.-K.,1,0
"Hudon, M",1,0
"Labie, M",1,0
"Reichert, P",1,0
"Azmat, S.",1,0
"Ghaffar, H.",1,0
"Beisland, La",1,0
"Djan, Ko",1,0
"Mersland, R",1,0
"Randoy, T",1,0
"Figueroa-Armijos, M",2,1
"Berns, Jp",2,1
"Evans, J.D.",1,0
"Jones, T.",1,0
"Jeanfreau, M.M.",1,0
"Holden, C.",1,0
"Brazeal, M.",1,0
Caplan,1,0
"Overton, L.",1,0
"Fox O'Mahony, L.",1,0
"Seldal, M.M.N.",1,0
"Nyhus, E.K.",1,0
"Letkiewicz, J.C.",1,0
"Ghosh, I.",1,0
"O'Neill, J.",3,0
Shehu,1,0
"Sirohi, N.",1,0
"Misra, G.",2,0
"Jilowa, A.K.",1,0
"Yang, T.",3,0
"Gonzales Martínez, R.G.",1,0
"Odhiambo, Nm",9,2
"Kumar, S.K.",1,0
"Qin, J.",1,0
"Layeghian Javan, S.",1,0
"Ghaemi-Bafghi, A.",1,0
"Zhao, C.",7,2
"Li, X.",11,1
"Yan, J.",2,0
"Nasreen, S.",2,0
"Ishtiaq, F.",1,0
"Tiwari, A.K.",2,0
"Fan, C.",1,0
"Mao, Q.",1,0
"Sun, J.",4,0
"Melecky, A.",1,0
"Paksi, D.",1,0
"Posti, L.",1,0
"Kholiya, M.",1,0
"Posti, A.K.",1,0
"Vidogbéna, F.",1,0
"Adégbidi, A.",1,0
"Tossou, R.",1,0
"Assogba-Komlan, F.",1,0
"Martin, T.",1,0
"Ngouajio, M.",1,0
"Simon, S.",1,0
"Parrot, L.",1,0
"Garnett, S.T.",1,0
"Zander, K.K.",1,0
"Zhang, L.",7,0
"Liu, J.-K.",1,0
"Li, Z.-H.",1,0
"Yu, J.-Y.",1,0
"Ding, C.J.",1,0
"Suhrab, M.",2,2
"Pinglu, C.",2,2
"Qian, N.",2,2
"Sharma, M.",8,1
"Gupta, K.",1,0
"Sharma, R.",5,0
"Bijlsma, M.",1,0
"Van Der Cruijsen, C.",1,0
"Jonker, N.",2,0
"Reijerink, J.",1,0
"Varaku, K.",1,0
"Sickles, R.",1,0
"Cozarenco, A.",2,0
"Ongena, S.",1,0
"Pal, A.",6,3
"De, R.",3,2
"Herath, T.",3,2
"Ashiru, F.",1,0
"Le Roux, S.",2,1
"Akanfe, O",1,0
"Bhatt, P",1,0
"Lawong, Da",1,0
"Bahar, Os",1,0
"Boateng, A",1,0
"Ibrahim, A",1,0
"Nartey, P",1,0
"Kumbelim, K",1,0
"Abdella, M",1,0
"Nabunya, P",1,0
"Ssewamala, Fm",1,0
"Mckay, Mm",1,0
"Haynes-Bordas, R.",1,0
"Kiss, D.E.",3,2
"Yilmazer, T.",1,0
"Grintein-Weiss, M.",3,1
"Yeo, Y.H.",2,1
"Despard, M.R.",8,3
"Casalotti, A.M.",1,0
"Zhan, M.",2,0
"Johnson, L.",4,3
"Guo, B.",2,0
"Elliott, W.",3,0
Collins,1,0
J.M.,7,1
"Payne, S.H.",1,0
"Yorgason, J.B.",2,1
"Dew, J.P.",2,1
"Babiarz, P.",2,1
"Robb, C.A.",4,1
"Serido, J.",6,2
