node,publications,degree
"Kora, A.D.",1,0
"Gopal, S.",1,0
"Minocha, A.",1,0
"Vadera, S.",1,0
"Dayson, K.",1,0
"Burridge, D.",1,0
"Clough, I.",1,0
"Hamka, A.",1,0
"Tohang, V.",1,0
Hamsal,2,0
"Limantara, N.",1,0
"Jingga, F.",1,0
"Surja, S.",1,0
"Kirana, M.Y.",1,0
"Havidz, S.A.H.",1,0
"Paul, L.R.",1,0
"Sadath, L.",1,0
"Revulagadda, R.K.",1,0
"Olasiuk, H.",1,0
"Vihari, N.S.",1,0
"Vats, S.",1,0
"Babu, S.K.",1,0
"Hameed, A.",1,0
"Nair, R.R.",1,0
"Babu, T.",1,0
"Rajesh Sharma, R.",1,0
"Chinnaiyan, R.",1,0
"Sungheetha, A.",1,0
"Tsao, L.-L.",1,0
"Tsaih, R.-H.",1,0
"Wirani, Y.",1,0
"Ibrahim, M.Y.",1,0
"Rohmalia, N.",1,0
"Nugraha, I.G.B.",1,0
"Singh, A.S.",3,2
"Bhosale, T.",1,0
"Doifode, A.",1,0
"Kaushal, D.",1,0
"Ahalawat, K.",1,0
"Chauhan, J.S.",1,0
"Raji, A.A.H.",1,0
"Alabdoon, A.H.F.",1,0
"Almagtome, A.",1,0
"Shetty, A.",1,0
"Ghosh, P.",1,0
"Devi, K.",1,0
"Bareria, P.",1,0
"Subramanian, D.K.",1,0
"Pratap, M.",1,0
"Dinesh Babu, D.K.",1,0
"Badrinarayanan, M.K.",1,0
"Ravi, C.",1,0
"Kumar Rai, A.",1,0
"Sumathi, G.",1,0
"Sowmya, K.M.",1,0
"Rohith, S.",1,0
"Sutha, V.",1,0
"Anusha Reddy, M.",1,0
"Abbas, H.M.",1,0
"Bharath Bhushan, Y.",1,0
"Sivakumar, B.",1,0
Isaeva,2,1
"Min, L.",1,0
"Yu, Q.",1,0
"Zhang, K.",1,0
Cai,1,0
"Jothibasu, M.",1,0
"Deepak, K.",1,0
"Janarthanan, K.",1,0
"Jawagar, M.",1,0
"Shreya, K.G.",1,0
"Joshi, A.A.",1,0
"Kamath, D.",1,0
"Muhamad, I.F.",1,0
"Rahini, S.",1,0
"Dinesh Kumar, G.",1,0
"Sultan, A.A.",1,0
"Othman, R.N.",1,0
"Khrais, L.T.",2,0
"Alfaiza, S.A.",1,0
"Riyadh, H.A.",1,0
"Kaoud, H.",1,0
Pancho,1,0
"Sangal, A.L.",1,0
"Abidin, W.Z.",1,0
"Rivera, O.",1,0
"Maarop, N.",1,0
"Hassan, N.H.",1,0
"Thirumagal, P.G.",1,0
"Das, T.",2,1
"Sikka, C.S.",1,0
"Kumar, C.S.",1,0
"Kusuma, T.",1,0
"Verma, K.",1,0
"Prabhakara Rao, A.P.",1,0
"Ranjan, R.",2,0
"Lakshmi Vara Prasad, G.L.V.",1,0
"Sujatha, V.",1,0
"Hemajothi, S.",1,0
"Sharada Mani, D.S.",1,0
"Gladiss Merlin, N.R.G.",1,0
"Kuang, K.S.",3,3
"Razak, N.H.A.",2,0
"Kakade, K.",1,0
"Kulkarni, A.",3,3
"Bhoyar, P.",1,0
"Brahmane, J.",1,0
"Aruwaji, A.M.",1,0
"Swanepoel, M.",1,0
"Kohli, N.",1,0
"Kapoor, T.",1,0
"Sisodiya, D.R.",1,0
"Sushma, J.",1,0
"Pachar, S.",1,0
"Srinivasulu, B.V.",1,0
"Dharani, B.",1,0
"Reddy, P.V.K.",1,0
"Katta, S.K.R.",1,0
"Goudjil, L.",1,0
"Cherbal, S.",1,0
"Chaabna, S.",1,0
"Bensalem, I.",1,0
"Mashaleh, A.",1,0
"Gawanmeh, A.",1,0
"Rybakovas, E.",2,1
"Žigiene, G.",2,1
"Widiyatmoko, T.",1,0
"Septiani, N.",1,0
"Desrianti, D.I.",1,0
"Fazri, M.F.",1,0
Priandito,1,0
"Yusuf, N.A.",1,0
"Madani, M.",1,0
"Mursi, J.K.",1,0
"Nach, H.",1,0
"Odera, A.",1,0
"Mwende, B.",1,0
"Dhol, D.",1,0
"Mwikali, F.",1,0
"Mesfin, W.F.",1,0
"Atnafu, S.",1,0
"Ghinea, G.",2,0
"Sharma, C.R.A.N.",1,0
"Harsha Krovvidi, P.S.",1,0
"Kadagala, S.C.",1,0
"Rajagopal, S.M.",1,0
"Panjaitan, T.W.S.",1,0
"Sutapa, I.N.",1,0
"Mahlidah, F.I.",1,0
"Sukarno, A.K.",1,0
"Yustiawan, Y.",1,0
"Bakry, M.D.R.",1,0
"Jayalath, M.M.",1,0
"Perera, H.N.",1,0
"Ratnayake, R.M.C.",1,0
"Thibbotuwawa, A.",1,0
"Mallik, A.",1,0
"Tran, C.",1,0
"Twagirumukiza, A.",1,0
"Bhimavarapu, V.M.",2,1
"Gautam, R.",2,1
"Low, C.W.",1,0
Alotaibi,1,0
I.S.,1,0
"Shridhar, B.R.",1,0
"Vinoth, S.",1,0
"Chinnasamy, G.",1,0
"Papadakis, S.",1,0
"Dagada, R.",1,0
"Karrothu, A.",1,0
"Mahesh, U.",1,0
"Bhanu, P.",1,0
"Sahu, T.C.",1,0
"Jaffer, S.A.",1,0
"Mehta, R.",1,0
"Bhavathankar, P.",1,0
"Sundar, L.N.S.",1,0
"Thamaraipriya, M.",1,0
"Ananthi, N.",1,0
"Supriyadi, S.",1,0
"Djatna, T.",1,0
"Arkeman, Y.",1,0
Muslich,1,0
"Norta, A.",1,0
"Leiding, B.",1,0
"Lane, A.",1,0
"Mohebzada, J.G.",1,0
"Zarka, A.E.",1,0
"Bhojani, A.H.",1,0
"Darwish, A.",1,0
"Mohammed Ali, H.M.",1,0
"Sree, G.V.N.B.",1,0
"Kaliappan, S.",2,1
"Ramya, R.",2,1
"Ramesh, M.",1,0
"Suganya, A.",1,0
"Chukka, N.D.K.R.",1,0
"Dhal, P.K.",1,0
"Mounika, A.",1,0
"Bhoyar, M.",1,0
"Talukdar, S.",1,0
"Banerjee, A.",1,0
"Rao, M.B.",1,0
"Younus, M.",1,0
"Ahamed, F.",1,0
"Al-Muqbali, N.J.K.",1,0
"Mansoura, N.",1,0
"Kumar Shukla, V.K.",1,0
"Manchanda, R.",1,0
"Khalid, M.",1,0
"Munshi, I.",1,0
"Sood, N.",1,0
"Roger, C.",1,0
"El Omari, H.E.",1,0
"Poddar, A.",1,0
"Pooja, V.",1,0
"Desai, P.S.",1,0
"J, J.",1,0
"Mahesha, K.",1,0
"Daengsi, T.",1,0
"Chomchuen, P.",1,0
"Klamklomchit, P.",1,0
"Pornpongtechavanich, P.",1,0
"Saribua, K.",1,0
"Thimthong, W.",1,0
"Sukniyom, N.",1,0
"Albayram, Y.",1,0
"Kentros, S.",1,0
"Jiang, R.",2,0
"Bamis, A.",1,0
"Goyal, H.R.",2,2
"Venkata Viswasreddy, M.C.",1,0
"Charan Reddy, V.S.",1,0
"Gudeme, G.J.",1,0
"Devi, N.R.",1,0
"Gao, C.",1,0
"Kshirsagar, B.",1,0
"Gopalkrishnan, S.",1,0
"Kale, V.",1,0
"Kulkarni, P.",3,3
"Jaiwani, M.",1,0
"Nadyatama, A.P.",1,0
"Gupta, H.",1,0
"Teja, N.R.",1,0
"Kothari, S.",1,0
"Siva Kumar, D.V.N.S.",1,0
"Agrawal, T.",1,0
"Goyal, P.",2,1
"Hassija, V.",1,0
"Mitha, Y.",1,0
"Venter, H.S.",1,0
Wamuyu,1,0
"Mtambalika, A.",1,0
"Davis Manda, T.",2,0
"Gombachika, H.",1,0
"Kunyenje, G.",1,0
"Exter, E.",1,0
"Milan, M.",1,0
"Falletta, V.",1,0
"Teofili, S.",1,0
"Proto, S.",1,0
"Bianchi, G.",1,0
"Smaron, J.M.",1,0
"Tabassum, Y.",1,0
"Simóon, M.M.",1,0
"Rahman, Z.",1,0
"Rafid, L.",1,0
Qi,1,0
"Wan, S.",1,0
"Gan, W.",1,0
"Yu, P.S.",1,0
"Yassine, E",1,0
"Said, E",1,0
"Amine, B",1,0
"Hoong, C.W.",1,0
"Qureshi, Z.H.",1,0
"Sajilan, S.",1,0
"Al Halbusi, H.A.",1,0
"Kshetri, N.",2,0
"Voas, J.",1,0
"Rojas-Torres, D.",1,0
"Hanafi, M.M.",1,0
"Kouki, S.",1,0
"Ramakrishnan, R.",1,0
"Mary Rexy V, A.",1,0
"Viswanathan, C.",1,0
"Shrivastava, A.",1,0
"Ganesh, E.N.",1,0
"Abd-Elghany Zeid, M.A.-E.",1,0
"Abdelminaam, D.S.",1,0
"Gomaa, I.A.",1,0
"Abualkishik, A.M.",1,0
"Elbahnesy, K.",1,0
"Albeshri, M.Y.",1,0
"Ibrahim, S.A.",1,0
"Flerova, F.",1,0
"Zhukova, Z.",1,0
"Jasmine, K.S.",1,0
"Traynor, P.",3,5
"Butler, K.",2,2
"Bowers, J.",2,2
"Reaves, B.",3,5
"Falchuk, B.",1,0
"Loeb, S.",1,0
"Neff, R.",1,0
"Chandrahas, P.",1,0
"Karthik, R.",1,0
"Gonsalves, T.",1,0
"Jhunjhunwala, A.",1,0
"Raina, G.",1,0
"Awodiran, M.A.",1,0
"Ogundele, A.T.",2,1
"Idem, U.J.",1,0
"Ilubusi, B.S.",1,0
"Olutoye, E.A.",1,0
"Ibitoye, O.A.",2,1
"Ibukun, F.O.",1,0
Hussein,1,0
"Hussaini, S.W.",1,0
"Kummamuru, S.",1,0
"Mandaleeka, N.",1,0
"Oluwatobi Oyewale, O.",1,0
"Taenaka, Y.",1,0
"Kadobayashi, Y.",1,0
Akour,1,0
"Catuogno, G.",1,0
"Frias, G.",1,0
"Catuogno, C.",1,0
"Catuogno, A.",1,0
"Chalbaud, J.",1,0
"Cruz, S.",1,0
"Cao, B.",1,0
Neenu,1,0
"Daulet, S.",1,0
"Razaque, A.",1,0
"Kalpeyeva, Z.",1,0
"Nickolayevna, M.A.",1,0
"Uskenbayeva, U.R.",1,0
"Jadon, P.",1,0
"Oladipo, A.O.",3,2
"Taiwo, J.N.",2,0
"Ben-Caleb, B.-C.",2,2
"Madugba, J.U.",2,2
"Fakile, S.A.",1,0
"Erondu, I.N.",2,0
"Ibrahim Abdul-Lateef, A.",1,0
"Oyetola, O.",1,0
"Rawal, A.",1,0
"Marla, P.G.",1,0
"Musnadi, S.",2,1
"Anshari, M.",1,0
"Masri, M.",1,0
"Alsubaiei, M.N.",1,0
"Abdulla, Y.",1,0
"Kurniawan, A.",1,0
"Iriawan, N.",1,0
"Choiruddin, A.",1,0
"Bayan, T.",1,0
"Richard Banach, R.",1,0
Chea,1,0
"Saleem, M.",1,0
"Chawla, C.",1,0
"Shivaprasad, G.",2,0
"K P, K.P.",1,0
"Benakatti, S.",1,0
"Srivatsa, V.",1,0
"Soni, S.",1,0
"Narang, K.",1,0
"Faruquie, T.A.",1,0
"Batra, V.S.",1,0
"Subramaniam, L.V.",1,0
"Mhlanga, M.X.",1,0
"Maiti, R.R.",1,0
"Hammer, B.",1,0
"Sowon, K.",3,4
"Luhanga, E.",1,0
"Cranor, L.F.",2,4
"Fanti, G.",2,4
"Tucker, C.",2,4
"Gueye, A.",4,4
"Stanikzai, A.Q.",1,0
"Shah, M.A.",2,0
"Kodaka, A.",2,3
"Stylios, I.C.",1,0
"Chatzis, S.",1,0
"Thanou, O.",1,0
"Kokolakis, S.",1,0
"Quayson, M.",1,0
"Bai, C.",1,0
"Sarkis, J.",1,0
"Schilling, L",1,0
"Seuring, S",1,0
"Ghufran, M.",1,0
"Ashraf, J.",1,0
"Hanu, C.",1,0
"Dzandu, M.D.",1,0
"Amegbe, H.",1,0
"Alassaf, D.",1,0
"Daim, T.",1,0
"Dabić, M.",1,0
"Alzahrani, S.",1,0
"Tshimula, J.M.",1,0
"Togashi, A.",1,0
"Ayuni, N.S.",1,0
"Palakvangsa-Na-Ayudhya, S.",1,0
"Pongchandaj, S.",1,0
"Kriangsakdachai, S.",1,0
"Sunthornwutthikrai, K.",1,0
"Ismath, I.",1,0
"Kirupananda, A.",1,0
"Rahaman, S.M.Z.",1,0
"Anika, A.",1,0
"Islam, A.K.M.M.",1,0
"Garnaev, A.",1,0
"Baykal-Gürsoy, M.",1,0
"Vincent Poor, H.V.",1,0
"Hernandez, N.",2,3
"Cǎrbunar, B.",2,3
"Chau, D.H.",2,3
Xin,1,0
"Sheng, G.",1,0
"Kankariya, R.",1,0
"Salunkhe, H.A.",1,0
"Oza, K.",1,0
"Jamadar, J.",1,0
"Karnik, K.",1,0
"Birari, A.",1,0
"Patil, Y.",1,0
"Canfora, G.",1,0
"Martinelli, F.",2,2
"Mercaldo, F.",2,2
"Nardone, V.",1,0
"Santone, A.",2,2
"Visaggio, C.A.",1,0
"Basak, S.",1,0
"Kd, S.",1,0
"Nalband, A.H.",1,0
"Del Pozo, I.",1,0
"Iturralde, M.",1,0
"Restrepo-Calle, F.",1,0
"Patel, A.",1,0
"Satapathy, S.K.",1,0
"Mishra, A.",1,0
"Gouda, A.",1,0
"Pradhan, A.",1,0
"Saba, M.",1,0
"Dlodlo, N.",1,0
"Terzoli, A.",1,0
Ayele,1,0
Ogunleye,1,0
T.S.,2,0
"Tchamyou, Vs",1,0
"Mndolwa, F.D.",1,0
Koloma,1,0
"Tinta, A.A.",1,0
"Ouédraogo, I.M.",1,0
"Al-Hassan, R.M.",1,0
"Mugume, R.",1,0
"Bulime, E.W.N.",1,0
"Kiemo, S.",1,0
"Kamau, A.",2,0
"Rugiri, I.W.",1,0
"Tallam, C.C.",1,0
"Ba, K.",1,0
"Dieng, S.A.",1,0
"Jiang, T.",1,0
"Jatmiko, W.",1,0
"Iqbal, A.",1,0
"Ebrahim, M.S.",1,0
"Maurer, B",1,0
"Nelms, Tc",1,0
"Rea, Sc",1,0
"Farooq, M.",1,0
"Zaheer, S.",1,0
Grubbauer,1,0
"Enemuo, J.",1,0
"Ugbam, C.O.",1,0
"Chughtai, S.",1,0
"Honka, E.",1,0
"Hortaçsu, A.",1,0
"Vitorino, M.A.",1,0
"Jones, E.",1,0
Goyal,1,0
Konou,1,0
"Guira, A.",1,0
Krische,1,0
"Percy, M.",1,0
"Stewart, J.",1,0
"Hu, F.",1,0
"Lai, Y.",1,0
"Ma, D.",1,0
"Zendle, D.",1,0
"Newall, P.",1,0
"Khera, P.",1,0
"Ng, S.",1,0
"Ogawa, S.",1,0
"Sahay, R.",1,0
Morgan,1,0
P.J.,1,0
"Lissner, K.",1,0
"Stevenson, A.",1,0
Jq,1,0
Prasse-Freeman,1,0
Martinez,1,0
Mj,2,0
Green,1,0
Wn,1,0
"Sklair, J.",1,0
"Morawska, C.",1,0
"Vale, M.",1,0
Ojong,1,0
"A. Abay, K.",1,0
"Koru, B.",1,0
"Abate, G.T.",1,0
"Berhane, G.",1,0
"Bellazzecca, E.",1,0
"Chavriya, S.",1,0
"Mahendru, M.",1,0
"Segovia-Vargas, M.J.",1,0
"Miranda-García, I.M.",1,0
"Oquendo-Torres, F.A.",1,0
"Patro, B.",3,1
"Sahoo, Ck",1,0
Huma,1,0
"Hasan, A.",1,0
Sarker,2,0
"Singhania, M",1,0
"Swami, D",1,0
"Dos Santos, K.",1,0
"Ferreira, J.S.W.",1,0
"Watts, P.",1,0
"Hoskin, J.",1,0
"Upadhyay, R.",1,0
"Tapley, E.",1,0
"Kwiatkowska, G.",1,0
"Chiu, J.",1,0
"Kahn, C.M.",2,0
"Koeppl, T.V.",1,0
"Salazar, A.M.",1,0
"Lopez, J.M.",1,0
"Spiers, S.S.",1,0
"Gutschmidt, S.",1,0
"Monahan, K.C.",1,0
"Bettington, J.",1,0
"Nicholson, G.",1,0
"Dos Santos, P.L.",1,0
"Harvold Kvangraven, I.",1,0
Mader,1,0
Lavinas,1,0
"Bylander, M.",1,0
"Res, P.",1,0
Schuster,2,0
Ce,1,0
"Joseph, N.",1,0
"Venkatasubramanian, G.",2,1
Dissaux,2,1
"Ryu, E.J.",1,0
"Ambrosius, C.",1,0
"Fritz, B.",1,0
"Stiegler, U.",1,0
"Williams, R.",1,0
"Goedecke, J.",1,0
"Di Giannatale, S.",1,0
"Barboza, J.",2,1
"Sarker, D.",1,0
"Jentzsch, T.",1,0
"Aquilas, N.A.",1,0
"Laajimi, R.",1,0
Llewellyn-Jones,1,0
Burns,1,0
"Bandiera, O.",1,0
"Burgess, R.",1,0
"Deserranno, E.",1,0
"Morel, R.",1,0
"Rasul, I.",1,0
"Sulaiman, M.",1,0
"Thiemel, J.",1,0
"Grigorian, D.A.",1,0
"Kryshko, M.",1,0
"Flögel, F.",1,0
"Beckamp, M.",1,0
"Kumari, A.",1,0
"Sharma, T.",1,0
"Nadeem, Vi",1,0
"Waheed, K",1,0
"Fathima, A",1,0
"Reddy, S.R.",1,0
"Asaloko, Pp",1,0
"Mondjeli, Immn",1,0
Sonnekalb,1,0
"Einian, M.",1,0
"Nili, M.",1,0
"Maruta, A.A.",1,0
"Donato, R.",1,0
"Alimukhamedova, N.",1,0
"Galli, E.",1,0
"Mascia, D.V.",1,0
"Rossi, S.P.S.",1,0
"Wilmarth, M.J.",2,1
"Holmes, E.K.",1,0
"James, S.",2,1
"Qi, J.",2,1
"Çineli, B.",1,0
"González, M.J.",1,0
Delgadillo,1,0
L.M.,1,0
"Mottola, G.R.",1,0
"Kieffer, C.N.",1,0
"Cheng, G.",1,0
"Yuh, Y.",1,0
"Georgieva, V.",1,0
"Nitani, M.",1,0
"Riding, A.",2,0
"Delgadillo, L.M.",1,0
Bawa,1,0
"Kunovskaya, I.",1,0
"Luukkanen, L.",1,0
"Bird, C.L.",1,0
"Şener, A.",1,0
"Coşkuner Aktaş, S.",1,0
"O'Neill, B.",4,1
"Cierpiał-Wolan, M.",1,0
Reyers,1,0
"Nanda, A.P.",1,0
"Barbić, D.",3,2
"Dhingra, S.",1,0
"Chipunza, Kj",1,0
"Fanta, Ab",1,0
"Núñez-Letamendia, L.",1,0
"Sánchez-Ruiz, P.",1,0
"Silva, A.C.",2,0
"Erceg, N.",2,1
"Akbari, M.",1,0
"Nikijo, I.",1,0
"Khodapanah, B.",1,0
"Foroudi, P.",1,0
"Padash, H.",1,0
Dendir,1,0
Vlcek,1,0
"Stegman, M.A.",1,0
"Faris, R.",1,0
Phillips,1,0
"Arnold, S.",1,0
Borovnik,1,0
"Atkinson, A.",1,0
"Mckay, S.",1,0
"Collard, S.",1,0
"Kempson, E.",1,0
"Byrne, N.",1,0
"Mccarthy, O.",1,0
"Ward, M.",1,0
Mcrae,1,0
"Ardiç, O.P.",2,0
"Mylenko, N.",1,0
"Saltane, V.",1,0
Rajan,3,1
R.G.,2,1
"Sperber, E.",1,0
"Zimmerman, J.M.",2,0
"Karimli, L.",1,0
"Gebhardt, G̈.",1,0
"Novotny-Farkas, Z.",1,0
"Coppack, M.",1,0
"Korth, M.",1,0
"Stewart, R.",1,0
"Van Rooyen, C.",1,0
"De Wet, T.",1,0
Taylor,2,1
"Farley Ordovensky, J.",1,0
"Webb, N.J.",1,0
"Langley, D.J.",1,0
"Bijmolt, T.H.A.",1,0
"Ortt, J.R.",1,0
"Pals, N.",1,0
"Solberg, R.S.",1,0
"Waltenburg, E.N.",1,0
"Cole, S.",1,0
"Sampson, T.",1,0
"Harrison, R.T.",1,0
"Mason, C.M.",1,0
Mojola,1,0
"Rosengard, J.K.",1,0
"Prasetyantoko, A.",1,0
"Brooks, R.",1,0
"Nair, A.",1,0
"Fredline, L.",1,0
"Arık, T.",1,0
"Michl, S.",1,0
"Leonhardt, N.D.",1,0
"Suxo-Sanchez, S.C.",1,0
"Rich, E.",1,0
"Broadbent, F.M.",1,0
"Lough, E.",1,0
"Fisher, M.H.",1,0
"Van Oordt, M.R.",1,0
"Bosch, L.",1,0
"Schmeiser, M.D.",1,0
"Seligman, J.S.",1,0
Lachance,1,0
M.-E.,1,0
"Batty, M.",1,0
Schmeiser,1,0
M.D.,2,0
"Choi, L.",1,0
"Libby, M.",1,0
"Woodyard, A.",1,0
"Ratcliffe, C.",1,0
"Congdon, W.J.",1,0
"Mckernan, S.-M.",1,0
"Northwood, J.M.",1,0
Harvey,1,0
"Rothwell, D.W.",1,0
"Nafziger, M.",1,0
"Kim, N.",1,0
"Mountain, T.P.",1,0
"Robson, J.",1,0
"Peetz, J.",1,0
"Rostamkalaei, A.",1,0
Chiang,1,0
T.-F.,1,0
"Mason, I.M.",1,0
"Fu, Q.J.",2,1
"Gignac, G.E.",1,0
"Ooi, E.",1,0
"Acheampong, A.O.",1,0
"Koskelainen, T.",1,0
"Kalmi, P.",2,0
"Scornavacca, E.",1,0
"Vartiainen, T.",1,0
"Hazzouri, M.E.",1,0
"El-Bialy, R.",1,0
"Veresiu, E.",1,0
"Main, K.J.",1,0
"Halpern-Meekin, S.",1,0
"Hoiting, J.",1,0
"Peterson, C.L.",1,0
"Fletcher, M.",1,0
"Wright, R.",1,0
"Quadria, T.H.",1,0
"Jahan, I.",1,0
"Gilbert, J.R.",1,0
"Sheinin, D.A.",1,0
"Wen, B.",1,0
"Di Giannatale, S",1,0
"Roa, Mj",1,0
"Bindseil, U.",1,0
"Senner, R.",1,0
"Das, Ar",1,0
"Chakraborty, A",1,0
"Goyal, N",1,0
"Roy, P",1,0
"Bruhn, M",1,0
"Love, I",1,0
"Vassallo, J.P.",1,0
"Prabhu, J.C.",1,0
"Voola, R.",1,0
"Schönerwald, C.",1,0
"Vernengo, M.",1,0
"Chapola, J.",1,0
"Mokiwa, L.",1,0
"Mofolo, I.",1,0
"Swira, H.",1,0
"Hosseinipour, M.C.",1,0
"Maman, S.",1,0
"Agoba, A.M.",1,0
"Sare, Y.A.",1,0
"Tsekpoe, C.",1,0
"Chung, S.",1,0
"Lee, C.H.",1,0
"Oh, W.",1,0
"Mio, C.",1,0
"Agostini, M.",1,0
"Panfilo, S.",1,0
Fromentin,1,0
"Gonzales Martínez, R.",1,0
"Aguilera-Lizarazu, G.",1,0
"Rojas-Hosse, A.",1,0
"Aranda Blanco, P.",1,0
"Fall, F.S.",2,0
"Orozco, L.",1,0
"Alzúa, M.L.",1,0
"Baez, M.J.",1,0
"Galiwango, S.",1,0
"Joloba, D.",1,0
"Kachero, B.",1,0
"Lopera, M.A.",1,0
"Ssekandi, J.",1,0
"Zigiti, Z.",1,0
"Ajefu, Jb",1,0
"Ogebe, Jo",1,0
"Buoni Pineda, M.V.",1,0
"Haruna, A.",2,0
"Fanta, A.B.",1,0
"Badjie, I.A.",1,0
Mhella,2,1
D.J.,2,1
"Mulbah, F.F.B.",1,0
"Olumeh, D.E.",1,0
"Mantey, V.",1,0
"Ipara, B.O.",1,0
"Annim, S.K.",1,0
"Agyei-Holmes, A.",1,0
"Ji, L.",1,0
"Zhu, T.",1,0
"Djossou, G.N.",1,0
"Sandy, J.F.",1,0
"Novignon, J.",1,0
"Tetteh, G.K.",1,0
"Goedhuys, M.",1,0
"Konte, M.",1,0
"Mohnen, P.",1,0
"Phan, C.T.",1,0
"Vo, D.T.H.",1,0
"Thien, N.N.",1,0
"Borer, D.",1,0
"Lyu, W",1,0
"Hao, Cl",1,0
"Yu, L",2,0
"Phal, V.",1,0
"Adishetu, H.N.",1,0
"Uchida, Y.",1,0
"Bettin, G",1,0
"Pigini, C",1,0
"Zazzaro, A",1,0
"Avorkpo, E.A.",1,0
"Kulu, E.",1,0
"Sibande, X.",1,0
"Nxumalo, D.",1,0
"Mncube, K.",1,0
"Koch, S.",1,0
"Viegi, N.",1,0
"Agbo, M.",1,0
"Zabsonré, A.",1,0
"Andersen, A.L.",1,0
"Hansen, E.T.",1,0
"Johannesen, N.",1,0
"Sheridan, A.",1,0
Cevik,1,0
"Brown, E.H.",1,0
"Riley, K.",1,0
Charron-Chénier,1,0
Hamilton,1,0
Robins,1,0
Ambrosius,1,0
"Görg, H.",1,0
"Karrar, A.Z.",2,1
"Rahman, A.A.",2,1
"Madondo, E.",1,0
"Dhobha, H.",1,0
"Naidoo, P.",1,0
"Sawadogo, Pn",1,0
"Kinda, Rs",1,0
"Vuong, N.B.",1,0
"Suzuki, Y.",1,0
"Junianto, F.H.",1,0
"Fernades, A.A.R.",2,1
"Solimun, S.",2,1
"Astuti, A.B.",1,0
Aguilar,1,0
G.A.,2,0
"Muñoz-Murillo, M.",1,0
"Restrepo-Tobón, D.A.",2,0
"Xia, Z.",1,0
"Huang, W.",1,0
"Francois, P.",1,0
"Fujiwara, T.",1,0
"Van Ypersele, T.",1,0
"Shah, A.K.",1,0
"Mullainathan, S.",1,0
"Shafir, E.",1,0
Friedman,1,0
"Franco, M.R.",1,0
"Jauré, A.",1,0
"Howard, K.",1,0
"Sherrington, C.",1,0
"Ferreira, P.H.",1,0
"Pinto, R.Z.",1,0
"Ferreira, M.L.",1,0
"Okeyo, N.",1,0
"Onyango, J.",2,2
"Ochillo, M.",2,2
"Wango, G.-N.",1,0
"Arasa, M.",1,0
"Okello, T.",1,0
"Okumu, O.",1,0
"Carol, S.",1,0
"Ayieko, B.",1,0
"Shitol, S.A.",1,0
"Aftab, I.B.",1,0
"Piyasena, P.",1,0
"Lohfeld, L.",1,0
"Rayasam, S.",1,0
"Challa, N.",1,0
"Sangani, P.",1,0
"Sigwadhi, L.N.",1,0
"Rahman, H.M.M.",1,0
"Khanna, R.C.",1,0
"Chan, V.F.",1,0
"Barua, M.",2,0
"Pant, S.",1,0
"Adhvaryu, A.",1,0
"Nyshadham, A.",1,0
"Sarker, M.",1,0
"Mettla, A.L.",1,0
"Haque, E.",1,0
"Mackenzie, G.",1,0
"Gudwin, E.",1,0
"Clarke, M.",1,0
"Shonchoy, A.",1,0
"Rabbani, A.",1,0
"Congdon, N.",1,0
"Lessy, D.",1,0
"Diener, F.",1,0
"Diener, M.",1,0
"Fujiwara, Y.",1,0
"Inoue, H.",1,0
"Yamaguchi, T.",1,0
"Aoyama, H.",1,0
"Tanaka, T.",1,0
"Kikuchi, K.",1,0
Yeung,1,0
M.K.,4,0
"Wu, M.",2,0
Rose,1,0
K.J.,1,0
"Belousova, V.",2,1
"Chichkanov, N.",2,1
Musari,1,0
"Im, H.",1,0
"Yoon, T.",1,0
"Revindo, M.D.",2,1
"Catelo, S.P.",1,0
"Catelo, M.A.O.",1,0
"Mina, C.S.",1,0
"Malek, M.A.",1,0
"Shahar, S.",2,0
"Bar-Haim, D.",1,0
"Armendáriz, B.",1,0
Morvant-Roux,1,0
Hadad,1,0
F.H.,2,1
"Messy, F.-A.",1,0
"Cui, X.",1,0
"Yi, J.",1,0
"Kim, D.-W.",1,0
"Yu, J.-S.",1,0
Tambunlertchai,1,0
"Park, C.-Y.",1,0
"Misra, M.",1,0
"Guo, N.",1,0
"Tsao, H.-T.",1,0
Chinnakum,1,0
"Mia, A.",1,0
"Ranganathan, K.",1,0
"Kapoor, A.",2,0
"Maitra, D.",1,0
"Upadhyay, P.",1,0
Francis,1,0
J.C.,1,0
"Epstein, M.J.",1,0
"Yuthas, K.",1,0
"Boermans, M.A.",1,0
"Willebrands, D.",1,0
"Kabengele, C.",1,0
"Roessling, J.",1,0
"Uche, E.",1,0
"Ngepah, N.",1,0
"Issabayev, M.",1,0
"Avşar, V.",1,0
"Lubis, D.",2,0
"Asmara, A.",1,0
"Irfany, M.I.",1,0
"Ali, K.M.",1,0
"Muthohharoh, M.",1,0
"Haq, D.A.",1,0
"Ali, T.",1,0
"Putri, S.I.A.",1,0
"Alvi, Ma",1,0
"Rafique, A",1,0
"Shehzad, K",1,0
"Naz, M",2,2
"Iftikhar, Sf",2,2
"Fatima, A",2,2
"Yamanaka, S",1,0
"Yamamoto, R",1,0
"Wasim, Sz",1,0
"Iftikhar, K",1,0
"Rizvi, Sza",1,0
"Keerthikumara, Sm",1,0
"Kumari, Dss",1,0
"Sharma, P",1,0
"Vashishtha, S",1,0
"Kumar, H",1,0
"Taluja, A",1,0
"Kumar, P",1,0
"Roy, Nc",1,0
